,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.05394081,-1.7117492,-0.288243,-0.44199327,-0.6882574,-0.14661016,1.0665635,-0.010032509,-0.8194063,-0.21399,0.41802108,-0.78855294,-0.848778,-0.6430886,1.0845206,2.5228295,0.3285197,-0.13629672,-0.4408592,1.00161,0.013696588,-0.36375394,0.93155843,-0.39511842,-1.8958399,-1.245414,1.7315612,2.5289588,-0.8219578,0.15728506,0.11692783,1.432173,0.6093863,1.7393546,-0.05098839,1.6666926,0.8749867,-0.29509568,-0.6845698,-1.613974,-0.5838991,-0.45884702,-2.1220317,-1.4555814,0.37654135,1.6488247,0.17487653,1.850164,0.19066046,0.8038097,2.178119,0.3339461,-0.9820928,-1.0210545,0.87618256,-0.19313163,-0.3332627,0.2820378,-0.41015735,-1.2111369,-0.23789778,-1.2251703,0.14572074,-1.1252435,1.3363128,-1.7515877,-1.0924593,-0.6976391,-0.7174338,-0.11710444,-0.022330796,-0.05607147,0.5564794,0.10090197,0.10409121,-0.36034444,1.1923189,0.4030724,0.34708983,-0.07141693,-0.21293373,0.6758709,0.33540103,0.24006765,-0.153943,1.4046533,-0.1517803,0.015029083,-0.8316413,-0.05471851,-0.55495936,-0.4473156,0.33235973,-0.12677112,1.0256797,0.24157892,1.4230093,-0.33894616,-0.09143785,0.55955946,0.051206876,1.3545989,-0.9925579,-0.3955868,1.5115513,1.1360466,-0.70379066,0.26902846,-0.032546878,-0.43365735,-1.1523801,0.4444389,0.34995183,-0.4303936,-0.28410876,0.24900472,-0.8013453,-0.6179619,0.024387054,1.7641442,0.6649791,-1.9746023,0.114399716,0.026410844,0.7736885,0.94461584,-1.9294134,-0.23435134
1,-1.3216407,1.3007877,-1.1934302,0.30825317,-0.4877816,0.4817273,0.92660135,-1.4833976,-0.5953234,0.91091895,0.24934205,1.1076195,-1.2805071,0.2179846,1.5327332,0.6544795,0.5054603,-1.1303452,0.66928935,1.2877451,-1.5471442,-0.85842663,0.26350096,-0.27875513,-1.0355505,-1.3042082,0.5978026,0.8026058,-0.7140019,-0.23707864,-0.33718598,-0.9618999,-0.30130395,-2.0633228,-0.2909511,1.3682609,-1.8174309,-0.8165573,0.3669668,0.15797791,1.3957827,0.3037643,-0.696774,-0.7462064,0.39086843,0.6920303,1.1596891,-2.255257,-0.9837475,1.1853584,-1.7406491,2.5856535,-2.2490783,0.37145883,0.120947674,-1.2323189,-0.091731936,0.9110998,-0.35468578,1.2220293,-0.30402988,-0.36798882,-0.35898915,-0.53746545,-0.69929576,2.1414773,1.046091,1.5572168,0.19890937,1.2354335,-0.34823307,1.2358009,-1.175844,1.2107441,0.4582311,0.41335833,0.06924954,-1.8126004,-0.5363076,-0.9812714,-0.10335545,1.1129417,-1.011533,-0.8515673,-0.80159295,-2.224948,-0.2901126,0.28526938,-1.4888055,-0.5924205,1.131475,0.54578435,-0.1473886,1.0578796,-0.10749089,-0.40227023,-1.148468,-0.14970434,0.6507104,-0.29451725,-0.14979765,-0.14654458,-0.7899319,-0.5688648,0.26610214,0.07950239,0.7909138,0.1884957,-1.674062,0.31624997,0.17465298,0.7088286,0.27489227,0.58252174,-0.058340363,-0.6854238,-1.0551268,-0.61651814,-0.4802489,-0.15333262,0.046059817,1.1092049,-0.63578206,-0.17614526,0.6782074,0.23724419,-2.4013515,-2.3005009
2,1.0291555,1.71902,0.23057783,-0.9592879,-1.5055337,1.204928,-0.1899811,-0.39792073,0.30966577,0.23493318,-0.273684,1.1349045,-2.069951,-0.14764199,-0.73860437,-0.8827536,-0.5627802,1.0871036,1.7142997,-0.60338104,-0.54743785,-2.5782974,-1.7997017,-0.15443711,-0.86042446,0.703907,0.6470327,0.63773596,-0.62379843,-0.38286048,-0.9424543,0.6535816,-0.6039341,0.278083,-1.7497194,0.9215213,-0.03801862,0.39457828,0.10364439,0.103329256,1.0617399,0.637915,-0.94049317,-0.13919036,1.6424209,-0.1647811,0.502125,-0.6913011,0.3531465,-0.22970204,1.7500647,0.029641166,0.28457358,0.8967656,0.34800723,-0.74679077,0.84405524,0.61059606,0.9028038,-2.4524012,0.045013674,-1.3069888,0.9849311,1.3563521,-1.3091108,-1.6337578,1.3296503,-0.56093067,-1.3812063,-1.1330935,2.0481806,0.24786717,0.08851105,-0.36248678,-1.1082673,-1.9082818,0.27391955,1.4533374,1.5814338,0.059723586,-0.45257223,-0.5341455,0.12568453,1.0635364,-0.4435561,-0.21175037,0.5640061,0.39662534,0.11390154,1.8848307,-0.08761249,-1.9691039,0.68800914,-0.31841815,-0.7435407,0.012385065,-1.5104672,-0.44037852,1.0772662,0.105562195,-0.39941728,0.3518936,0.20781451,-0.45574465,1.3228548,-0.9445794,-1.3883604,-0.07705779,3.0104327,-2.0193014,0.4762003,-0.13042018,0.37341642,-0.35423467,-0.8563181,-2.9342968,-0.26814735,-1.7400213,1.1881179,0.64525694,0.019794002,0.34579423,-1.6784307,-0.27254978,-0.4371441,-0.82302326,1.243255,0.02707719
3,-0.37722433,0.1897154,0.3711779,-0.56147134,-1.3615148,1.0987773,-0.7361391,-0.26901242,-1.1524445,0.41130078,-0.32778847,-0.12337381,-0.38507175,1.85589,0.36731404,-0.6048693,-0.7699465,1.321198,1.2984753,0.6180959,2.0910757,0.80006665,-0.25618953,1.1280419,0.93938667,-0.67477405,-1.5478508,0.99174154,0.65881264,0.8800655,-0.61780465,-0.6836577,-1.9490563,-0.25479153,-1.8654487,-1.5651444,-0.16312909,0.46447182,0.7876197,-0.8677683,0.7083951,-0.6036042,-1.0429034,-0.29990712,0.94688576,-0.7542262,2.166558,-0.4417866,1.5740577,-0.14263038,0.8111822,1.8433007,0.5205698,-2.4377537,1.1043447,1.6149008,-0.001362931,-0.10241362,0.55162525,0.9032325,0.8715801,-1.9436179,0.46558413,-1.0582725,-0.65005666,-1.0188406,-0.30894798,1.2366223,0.4354908,-0.16758657,1.7511454,-0.26852176,1.104704,1.2999935,-0.01215229,-1.0204692,1.4246966,-0.56328183,1.398735,-0.9607129,0.031299233,-1.6411996,-0.6760966,1.1729336,-0.6879121,0.976466,-0.14061537,1.1033505,-0.7350074,-0.30468217,-0.0070645353,-1.2390944,-0.7875992,-2.247186,0.473187,-1.0332328,0.6025716,-0.60029215,-0.8510402,0.96407396,-2.695372,-0.9146648,0.64226365,0.038299423,0.48612082,-0.54561764,1.9283248,-1.9563674,0.20052749,-1.4428813,-0.118571155,1.7140926,0.77932805,0.93855953,1.6264546,-0.0806683,-0.86176294,-0.05912328,0.42295197,-0.5770966,-1.4925984,-0.77573633,2.5923557,-0.77867216,-0.20970532,-0.0022730175,0.24780303,-0.37060848
4,-0.14062065,-0.4405856,-0.8338982,-1.216072,1.2353705,-0.31156003,0.21920143,-1.4210998,0.101506576,-0.9889715,0.5542785,0.022044875,-1.1863599,1.4564604,-0.7859793,-0.65129834,0.63413954,-0.012571152,2.1041403,-0.9671287,0.14890164,-0.059643585,1.0118426,0.2779578,1.9001162,0.94837326,1.5524422,2.3612869,2.0323343,0.87479013,1.3964691,0.13291058,-0.03558682,0.7036253,-0.32490557,1.2008309,-0.49061632,-2.1908042,0.4594298,-0.28019476,0.54535085,-1.3780084,-0.3339147,-0.41320053,0.80209446,-0.22338769,0.81337184,-0.56180257,-0.37974086,1.1915755,-0.21993397,1.1815199,0.006736025,-0.5491856,-0.46792853,1.8672411,0.47068238,0.954175,0.42498696,0.5057169,1.2249376,-2.8236265,0.9984861,-0.9319867,0.5643805,-0.05942799,-0.119419865,-1.1190429,0.72579163,0.27828282,-1.0578706,1.7671028,-0.59114736,0.8885918,2.347502,1.0966723,-0.9324153,-1.5891019,0.060124215,-0.68036145,-0.11276277,-0.377367,-0.517381,-1.2306951,0.87266636,-0.032232888,0.10530108,-1.7159553,-2.0884485,-0.54493344,0.20852508,-1.5662181,-1.4206115,-1.7098973,0.18257046,0.49343196,2.2261295,0.3946025,-1.1749885,0.6733973,0.38841957,-0.39085555,-0.7493394,-1.0117761,0.26986998,-0.06061902,1.8124717,-1.3765037,-0.66377443,-0.7017803,-0.22265548,-0.53333145,-0.61796397,0.13027874,0.3593562,0.1057971,-0.84544235,-0.5731449,0.5994384,-0.33023018,-0.7894543,1.3855035,0.5505447,0.20015787,0.50557804,1.1625148,-0.2417407,-0.38705346
5,-1.1040796,0.013709761,-2.2176104,-0.26526335,0.08292536,1.6017541,0.44213113,-1.8118078,-0.18228644,1.3638556,0.1400171,0.44139084,-1.8690805,0.5527772,1.2060064,0.27757654,0.6564547,-0.17122018,0.14259014,-1.1218684,-0.9507936,1.1874553,-1.3579265,-0.53945,-0.9524536,1.8293291,0.20445052,-0.87684935,-0.46703938,0.52006084,0.2655925,0.83685195,0.045997318,-1.5266482,-0.61800736,-0.5573092,-2.8745184,0.38577455,1.1025969,0.09204055,-0.9755287,-0.6839007,-0.26169902,1.5455927,-0.42246065,1.1807779,-0.38708228,-0.857166,0.84213793,0.7824342,-1.7261698,0.12550786,-0.35279542,-0.0894155,0.4202717,-0.75437427,-1.1667665,0.07342759,0.4897472,2.245346,1.235066,-0.393153,0.7222502,0.38105497,-0.9922655,0.6251417,0.9738392,1.2422487,0.596959,-0.82279307,-1.9322815,3.0376348,-0.7044945,-0.42062846,-0.6014439,0.6028501,-0.08612672,-0.2603844,0.30930424,-0.25461987,-1.3913976,-0.7653702,-0.44600248,-1.8068006,0.5662565,-0.32543403,-0.35531917,-0.92159724,-0.4551622,0.08016587,1.8542122,0.3411917,0.9521126,1.426049,0.06033115,-1.080244,0.7202248,-0.67483777,0.63905394,0.28203875,0.9055427,-0.92730355,-0.49099123,-0.5843917,-0.28247124,0.044457976,-0.2119796,1.500509,-0.13611925,-1.755522,-0.84341055,-1.5367339,-1.0673101,-0.6920844,-0.22989875,-0.42551687,-1.1618863,0.02638757,-1.3584607,-0.7827289,-1.5188916,1.6247503,0.14034142,0.16395298,0.665838,-0.9253299,-1.6836462,-0.40609604
6,-0.43301383,-0.10403967,1.5444174,-1.2172725,1.0199856,-0.14745373,0.803754,1.5236229,-0.09075736,0.5601513,-1.0522802,1.1846825,0.7400488,0.799695,0.5279884,0.49248084,-0.103980355,0.81327957,0.37909216,-0.47058776,-0.13796543,0.6705637,1.5532461,0.64006525,-0.8931743,-1.5100734,0.2005179,0.2989825,-0.4011286,0.16042085,-0.5162246,-0.94417673,0.70038176,-1.1264057,0.5641365,-0.095706195,-0.56092894,0.2641283,-2.12788,0.3570289,0.59466165,1.0497123,-0.9739382,-0.3856583,0.1790717,-1.284922,-0.47649142,0.07933304,-0.20183598,0.3699213,1.2425761,-0.83174294,0.36182746,0.8120027,-1.7531383,0.46579632,0.41589648,-2.2216568,0.090328425,1.749121,-0.030893382,0.42890626,0.1577448,-0.12858665,-0.54969007,0.49087113,0.01582627,0.3775783,-0.026023597,0.5525071,-0.7714528,0.40520492,1.4219223,-0.18163274,0.6418612,0.74630255,0.30747896,1.4349483,-0.913291,0.34876585,0.73082805,0.56337345,1.224901,-0.8870993,-0.33020055,-0.3617371,0.87657696,0.47903,-0.31473327,-0.4274317,-0.32989112,0.020927295,-0.45809257,1.5135698,-0.11681772,1.195446,-1.2625309,-0.42530942,-0.70141983,0.8520476,-1.2688491,-0.940177,-0.31262422,-0.48446238,0.06576596,0.69424254,-3.1544676,-0.65428036,-0.97691727,-0.78552276,0.31100363,-0.92070496,-1.1599395,-0.6881508,0.8777729,0.14242007,-1.5124934,1.5246984,0.14880374,0.53913736,0.5624121,2.4172657,-0.8098762,1.312992,-0.8199718,0.38525987,0.20162548,-0.23926368
7,-1.7371676,0.3293121,1.6788919,-0.46010393,-0.7231976,0.91383314,-2.0371914,-0.390382,-0.866245,0.4454986,-0.39187232,1.2689701,-0.15524058,0.07544731,0.6143172,-0.29905707,0.7856183,0.58304465,0.20211521,-0.27518085,-0.37407595,-0.026774185,0.38767022,-1.0072919,1.4253323,-0.9668255,0.38611212,-2.0705683,-0.037354678,-0.038275644,1.5398891,0.41058737,0.92002475,-2.4037397,-0.85246134,-0.39817616,-0.5463038,0.32628414,1.0344224,-1.4280703,-0.6669243,-0.34873417,2.1940203,-1.0416207,0.32152656,-0.6681139,1.1303903,0.38456866,0.6467911,0.57853496,-0.17881066,3.5259345,-1.3847039,-2.0134072,0.27626204,-0.5028325,-0.64912444,0.37222633,-0.52887875,0.21677038,0.5876618,-0.13085389,0.3219087,2.0737388,-2.4230928,0.72651744,-1.1754746,-0.6184044,-0.28873944,-0.49120146,1.1936641,2.8176606,-0.031472456,1.2975541,-2.1220677,-1.5562639,0.49541837,0.08397204,-0.40247586,-0.5228138,-1.1314647,-1.2918118,-0.7803111,-0.01773525,-0.6793013,0.512783,1.0711884,-0.9065117,-0.068639204,-1.8816035,0.8708334,0.6231721,0.32403135,-0.63634115,-2.110261,0.7915186,-1.4038619,-1.7043676,-0.75037426,-0.74986404,-0.66314125,0.6169858,0.24222066,-0.9268956,0.19767345,-0.046865225,2.695131,-1.3216273,0.63990307,0.49152318,-2.032137,-2.7030745,1.3629944,-1.7174591,-1.0226417,-0.1563692,-1.507379,-1.3674638,-1.4257766,-0.3165335,-0.3390549,-2.2427328,-0.9998078,-1.7017505,-1.6437243,0.7722566,-1.144955,-0.14027825
8,-0.022790575,0.7021718,1.5238019,-0.7693066,-0.32258546,0.11712446,0.634342,-1.2153726,0.13753375,1.471741,-0.37513378,-0.06983849,1.1847644,0.71498406,1.3559333,-1.0816246,0.19667445,-0.11399426,-0.48049954,-0.96556556,2.0175853,-1.1308173,0.556828,1.0902921,0.7080109,-1.5342784,-0.68051976,-0.60360485,-0.83964634,-0.48759368,1.1768008,-0.5913827,-0.3750988,1.8498445,-0.39295226,-0.48287684,-0.59398,0.88396645,0.12997456,-0.17460907,0.51988876,-0.6142549,-0.2746279,-0.9728907,0.3802174,-0.6916928,0.5639999,0.7124654,0.31822,0.036260214,-1.0375232,1.0312454,1.7280804,-0.37778312,0.931914,-0.020915428,-1.2299588,-1.153978,-0.3091735,-0.6026115,-0.44694906,0.13187152,-0.40903008,-0.5886035,-0.42632318,-0.12260832,0.0832981,0.6363984,-3.0349395,0.28146297,0.5139508,1.7109234,-0.9633055,0.14097993,0.73170435,-1.5048667,1.579241,1.2358236,0.6118861,-0.012241572,-2.1267073,-1.6293107,1.4944291,1.8587174,-0.7076871,0.037214942,1.7378082,-0.027607279,-2.341988,0.23741092,-1.7589345,-0.23716731,0.009103734,-0.5290829,-0.08539365,-0.6784256,-0.35927504,-0.08522114,-0.28366882,-0.44285634,1.3823025,-0.15323867,0.8760984,-1.2522832,-2.400881,-1.1019459,-0.10165745,0.26334855,0.8010323,0.56282383,-1.7009538,-0.493699,0.5818519,0.57423794,-1.0951148,-0.14187239,-0.75800115,0.90376294,1.5069175,0.18326937,-0.2694211,1.3111944,-0.4656872,0.17956886,-0.93771297,1.3221818,1.218492,-0.75677437
9,1.4223508,0.48555747,-0.6115299,-0.58033556,-0.12660326,-0.01163023,0.055955052,0.86199296,-0.23976752,0.53007084,0.50990605,0.98847765,-0.39315316,0.038786106,-0.9636738,0.1314548,0.86950064,-0.66595453,-0.5349986,-0.38998806,-0.80416167,0.9951554,-0.6145553,1.0584471,0.89882827,1.8763318,0.7835331,-0.5363371,-0.47528103,0.88781464,-0.2119909,0.8397525,0.5714727,-0.5953809,0.5973795,-0.028877689,0.9026332,-0.33047137,0.40062782,0.6412526,-0.09667776,0.15642262,-0.034999266,0.9509227,0.7430881,-1.100236,-0.2701214,0.10448977,-1.0061822,0.87143135,-0.77259636,0.9551388,1.127617,0.55001754,-0.036624707,-0.51125896,0.9548036,-1.6775107,-0.16978376,0.5257244,-0.5649726,0.26110244,-0.170429,0.35916606,0.29835403,-1.1030103,1.8639861,0.5383822,0.41369948,-0.15661335,-0.14910448,1.9470489,-0.8772602,0.755259,-0.054402404,0.4056897,1.9089656,-0.11857354,-0.3552801,-0.41537598,-0.12093704,-0.26700678,-0.47891423,-0.14389625,0.7343313,0.26426992,-0.58287495,-0.8466866,-0.5585092,-0.5486682,-0.7556476,1.4857916,-0.89995164,-0.78894246,0.20646365,-0.019778077,1.2513516,0.8981115,-0.3553549,-0.6654588,1.0484504,0.86183393,-0.2960085,-0.2251255,1.5130086,-0.97935456,1.1701112,0.28984264,-1.4578282,-0.18826959,0.49801654,0.54181314,-2.272942,-1.4006689,-1.5410378,-0.4578667,0.57186353,-0.34035602,0.008189338,-0.4795442,1.0260574,-0.04994155,0.79757416,-0.1554755,0.2022069,-0.1809798,0.27467027,-0.45339072
